,PC1,PC2,PC3,sample_id,Super_Population,Population,Population_Description
936,-1.7197158586780605,-0.1993407142270826,-0.05670219743107514,HG02427,AFR,ACB,African Caribbean in Barbados
937,-1.7718684445927086,0.10624841268923393,-0.161045491694646,HG02429,AFR,ACB,African Caribbean in Barbados
938,-1.4598093522284075,0.24377970632207063,0.10269382436180911,HG02433,AFR,ACB,African Caribbean in Barbados
939,-1.727973371272242,-0.2682780101866094,0.036238922652150035,HG02439,AFR,ACB,African Caribbean in Barbados
940,-1.678218496255142,-0.1470202864734263,-0.19812253382161085,HG02442,AFR,ACB,African Caribbean in Barbados
941,-1.3049003464150712,0.07695215161289866,-0.328253192434935,HG02445,AFR,ACB,African Caribbean in Barbados
942,-1.484117788107844,-0.09392079666777312,-0.36409942828693703,HG02449,AFR,ACB,African Caribbean in Barbados
943,-1.571653698642009,-0.11706393770313667,0.17252278569760093,HG02450,AFR,ACB,African Caribbean in Barbados
944,-1.6002259774987306,-0.2802124685957999,-0.14648966034934405,HG02455,AFR,ACB,African Caribbean in Barbados
945,-1.7153080103435283,-0.08447210501169111,0.05779375162718551,HG02461,AFR,GWD,"Gambian in Western Division, The Gambia"
946,-1.5173853429933437,0.04911687109697382,-0.1319533311538381,HG02462,AFR,GWD,"Gambian in Western Division, The Gambia"
947,-1.839093101238304,-0.17141818095985473,0.017591026281708052,HG02464,AFR,GWD,"Gambian in Western Division, The Gambia"
948,-1.741415021998776,-0.12657413548776003,0.2784546276005772,HG02465,AFR,GWD,"Gambian in Western Division, The Gambia"
949,-1.074954524218073,0.4728240400420065,0.11935964367959828,HG02470,AFR,ACB,African Caribbean in Barbados
950,-1.8784809550424149,-0.24116407807950532,0.2338182966462678,HG02471,AFR,ACB,African Caribbean in Barbados
951,-1.3042562338179366,0.11191449378722931,-0.4241692462344373,HG02476,AFR,ACB,African Caribbean in Barbados
952,-1.895314888246435,-0.28468551320473184,-0.16147339759818444,HG02477,AFR,ACB,African Caribbean in Barbados
